Date,Machine_ID,Line,Shift,Downtime_Reason,Downtime_Minutes,Production_Rate_Units_Per_Hour,Profit_Per_Unit_USD
2025-04-17,CNC-301,Line C,Morning,Material Shortage,112,33,6.16
2025-03-13,CNC-202,Line B,Morning,Tool Change / Wear,28,51,9.48
2025-04-05,CNC-301,Line C,Night,Tool Change / Wear,44,31,5.06
2025-01-24,CNC-101,Line A,Afternoon,Quality Hold / Inspection,29,42,5.6
2025-09-06,CNC-101,Line A,Morning,Material Shortage,118,41,8.83
2025-11-11,CNC-101,Line A,Afternoon,Material Shortage,95,41,5.24
2025-06-10,CNC-301,Line C,Afternoon,Tool Change / Wear,38,30,9.1
2025-12-22,CNC-202,Line B,Afternoon,Operator Break / Shift Change,19,52,5.2
2025-06-09,CNC-301,Line C,Morning,Preventive Maintenance,82,31,8.41
2025-01-12,CNC-102,Line A,Night,Quality Hold / Inspection,48,36,4.78
2025-06-24,CNC-101,Line A,Afternoon,Material Shortage,56,44,9.17
2025-12-07,CNC-101,Line A,Afternoon,Operator Break / Shift Change,18,39,5.95
2025-09-16,CNC-202,Line B,Morning,Changeover / Setup,48,53,9.25
2025-05-11,CNC-102,Line A,Morning,Operator Break / Shift Change,12,35,7.15
2025-09-16,CNC-101,Line A,Morning,Changeover / Setup,44,44,7.17
2025-01-09,CNC-201,Line B,Night,Changeover / Setup,51,53,7.2
2025-11-02,CNC-102,Line A,Night,Material Shortage,52,38,9.03
2025-02-09,CNC-301,Line C,Morning,Changeover / Setup,59,32,6.49
2025-09-23,CNC-102,Line A,Night,Unplanned Breakdown,229,40,4.89
2025-04-16,CNC-201,Line B,Night,Material Shortage,88,56,5.72
2025-08-17,CNC-201,Line B,Afternoon,Changeover / Setup,55,58,7.72
2025-03-05,CNC-201,Line B,Night,Operator Break / Shift Change,20,56,4.97
2025-10-23,CNC-102,Line A,Night,Tool Change / Wear,26,37,5.38
2025-10-16,CNC-202,Line B,Afternoon,Material Shortage,55,52,7.88
2025-10-19,CNC-201,Line B,Morning,Preventive Maintenance,55,56,9.35
2025-01-20,CNC-101,Line A,Night,Preventive Maintenance,65,44,8.74
2025-09-17,CNC-101,Line A,Morning,Quality Hold / Inspection,48,41,8.38
2025-07-19,CNC-202,Line B,Morning,Material Shortage,107,47,7.01
2025-08-15,CNC-102,Line A,Morning,Unplanned Breakdown,74,37,8.38
2025-01-30,CNC-102,Line A,Afternoon,Changeover / Setup,37,39,8.01
2025-10-26,CNC-201,Line B,Night,Changeover / Setup,40,55,7.47
2025-08-09,CNC-202,Line B,Night,Preventive Maintenance,73,48,9.35
2025-01-23,CNC-301,Line C,Afternoon,Tool Change / Wear,42,33,7.38
2025-05-31,CNC-201,Line B,Night,Changeover / Setup,28,53,8.14
2025-01-05,CNC-202,Line B,Morning,Unplanned Breakdown,95,51,6.97
2025-02-09,CNC-101,Line A,Afternoon,Changeover / Setup,55,45,7.22
2025-02-07,CNC-201,Line B,Morning,Changeover / Setup,48,57,6.92
2025-03-06,CNC-202,Line B,Afternoon,Quality Hold / Inspection,25,52,6.69
2025-04-23,CNC-201,Line B,Afternoon,Quality Hold / Inspection,30,54,6.38
2025-12-27,CNC-301,Line C,Morning,Material Shortage,65,32,4.94
2025-10-08,CNC-301,Line C,Afternoon,Quality Hold / Inspection,45,27,7.34
2025-06-28,CNC-102,Line A,Night,Material Shortage,49,41,8.63
2025-02-24,CNC-202,Line B,Night,Preventive Maintenance,50,47,5.28
2025-11-02,CNC-201,Line B,Night,Preventive Maintenance,72,58,5.79
2025-11-24,CNC-202,Line B,Afternoon,Operator Break / Shift Change,14,51,4.83
2025-09-16,CNC-102,Line A,Afternoon,Material Shortage,53,39,5.08
2025-01-17,CNC-201,Line B,Afternoon,Changeover / Setup,30,58,8.01
2025-07-06,CNC-101,Line A,Night,Operator Break / Shift Change,20,41,8.28
2025-04-27,CNC-301,Line C,Afternoon,Preventive Maintenance,75,29,6.88
2025-04-22,CNC-201,Line B,Night,Tool Change / Wear,26,54,9.22
2025-06-17,CNC-301,Line C,Night,Quality Hold / Inspection,26,32,9.0
2025-11-24,CNC-102,Line A,Afternoon,Material Shortage,34,37,8.83
2025-02-01,CNC-201,Line B,Night,Quality Hold / Inspection,46,52,8.86
2025-10-14,CNC-301,Line C,Night,Tool Change / Wear,34,28,8.09
2025-10-24,CNC-201,Line B,Morning,Preventive Maintenance,88,55,5.89
2025-02-27,CNC-101,Line A,Afternoon,Quality Hold / Inspection,35,43,6.65
2025-11-22,CNC-202,Line B,Night,Changeover / Setup,57,52,6.45
2025-01-09,CNC-301,Line C,Morning,Material Shortage,82,30,8.82
2025-04-07,CNC-201,Line B,Afternoon,Tool Change / Wear,44,55,4.66
2025-02-13,CNC-201,Line B,Night,Quality Hold / Inspection,23,57,4.99
2025-08-09,CNC-101,Line A,Morning,Material Shortage,110,40,5.16
2025-07-04,CNC-301,Line C,Night,Tool Change / Wear,26,33,6.76
2025-03-23,CNC-102,Line A,Afternoon,Preventive Maintenance,65,36,8.32
2025-11-04,CNC-301,Line C,Night,Quality Hold / Inspection,27,33,8.99
2025-09-22,CNC-102,Line A,Morning,Quality Hold / Inspection,21,37,7.28
2025-09-26,CNC-202,Line B,Afternoon,Quality Hold / Inspection,38,53,6.59
2025-12-17,CNC-102,Line A,Night,Quality Hold / Inspection,21,41,7.31
2025-06-23,CNC-301,Line C,Night,Preventive Maintenance,57,33,5.81
2025-08-11,CNC-301,Line C,Morning,Unplanned Breakdown,165,31,6.69
2025-09-29,CNC-301,Line C,Morning,Quality Hold / Inspection,16,29,6.92
2025-08-08,CNC-101,Line A,Morning,Operator Break / Shift Change,14,44,8.0
2025-11-20,CNC-301,Line C,Afternoon,Changeover / Setup,49,30,7.3
2025-01-11,CNC-301,Line C,Morning,Quality Hold / Inspection,50,32,8.09
2025-05-04,CNC-201,Line B,Morning,Operator Break / Shift Change,13,54,8.87
2025-02-16,CNC-202,Line B,Night,Operator Break / Shift Change,18,50,7.44
2025-09-26,CNC-301,Line C,Night,Tool Change / Wear,19,32,8.92
2025-09-11,CNC-201,Line B,Morning,Operator Break / Shift Change,19,54,9.16
2025-04-19,CNC-102,Line A,Afternoon,Operator Break / Shift Change,11,39,8.23
2025-04-10,CNC-101,Line A,Morning,Quality Hold / Inspection,35,40,6.01
2025-08-19,CNC-101,Line A,Morning,Changeover / Setup,59,40,6.1
2025-05-04,CNC-101,Line A,Morning,Quality Hold / Inspection,38,43,8.61
2025-01-24,CNC-201,Line B,Night,Quality Hold / Inspection,44,53,9.4
2025-07-06,CNC-301,Line C,Night,Tool Change / Wear,19,29,7.48
2025-09-09,CNC-202,Line B,Morning,Material Shortage,66,52,5.4
2025-08-04,CNC-102,Line A,Night,Quality Hold / Inspection,39,36,5.23
2025-12-22,CNC-301,Line C,Morning,Unplanned Breakdown,86,29,7.08
2025-09-16,CNC-301,Line C,Afternoon,Tool Change / Wear,29,31,4.62
2025-07-08,CNC-101,Line A,Night,Material Shortage,60,44,7.57
2025-04-10,CNC-201,Line B,Night,Operator Break / Shift Change,12,57,7.89
2025-05-01,CNC-102,Line A,Afternoon,Preventive Maintenance,56,41,7.87
2025-02-18,CNC-201,Line B,Night,Preventive Maintenance,61,58,5.37
2025-08-30,CNC-201,Line B,Morning,Preventive Maintenance,54,57,7.99
2025-10-13,CNC-102,Line A,Afternoon,Preventive Maintenance,56,37,4.82
2025-08-28,CNC-102,Line A,Morning,Operator Break / Shift Change,10,39,6.5
2025-11-10,CNC-102,Line A,Morning,Tool Change / Wear,38,36,4.82
2025-06-16,CNC-301,Line C,Night,Material Shortage,34,31,8.04
2025-08-06,CNC-101,Line A,Night,Operator Break / Shift Change,19,40,7.38
2025-12-11,CNC-201,Line B,Morning,Unplanned Breakdown,82,54,8.35
2025-06-07,CNC-201,Line B,Afternoon,Material Shortage,98,57,8.83
2025-03-05,CNC-202,Line B,Morning,Changeover / Setup,21,49,6.04
2025-02-06,CNC-301,Line C,Afternoon,Changeover / Setup,40,27,9.35
2025-02-24,CNC-101,Line A,Night,Preventive Maintenance,87,42,4.85
2025-12-28,CNC-101,Line A,Afternoon,Preventive Maintenance,85,45,8.36
2025-07-24,CNC-202,Line B,Afternoon,Changeover / Setup,46,49,5.03
2025-09-08,CNC-202,Line B,Afternoon,Preventive Maintenance,84,48,6.39
2025-01-22,CNC-301,Line C,Afternoon,Changeover / Setup,53,30,7.63
2025-07-23,CNC-201,Line B,Afternoon,Tool Change / Wear,43,58,7.89
2025-06-24,CNC-102,Line A,Night,Operator Break / Shift Change,17,36,9.25
2025-02-10,CNC-301,Line C,Afternoon,Tool Change / Wear,25,33,4.78
2025-08-23,CNC-201,Line B,Afternoon,Changeover / Setup,40,56,9.46
2025-04-04,CNC-202,Line B,Afternoon,Unplanned Breakdown,75,52,5.09
2025-04-20,CNC-201,Line B,Afternoon,Changeover / Setup,26,52,4.53
2025-07-29,CNC-301,Line C,Afternoon,Quality Hold / Inspection,31,32,6.71
2025-07-02,CNC-102,Line A,Morning,Unplanned Breakdown,237,39,5.37
2025-11-12,CNC-301,Line C,Morning,Quality Hold / Inspection,17,30,8.9
2025-12-26,CNC-301,Line C,Night,Quality Hold / Inspection,43,32,6.75
2025-11-11,CNC-101,Line A,Afternoon,Changeover / Setup,50,44,7.52
2025-04-11,CNC-201,Line B,Night,Tool Change / Wear,32,55,9.34
2025-02-09,CNC-202,Line B,Morning,Changeover / Setup,26,53,8.73
2025-06-02,CNC-102,Line A,Afternoon,Material Shortage,51,38,6.97
2025-08-02,CNC-202,Line B,Night,Quality Hold / Inspection,26,50,9.38
2025-09-27,CNC-202,Line B,Morning,Changeover / Setup,46,51,7.38
2025-12-04,CNC-101,Line A,Afternoon,Tool Change / Wear,25,39,7.78
2025-06-27,CNC-201,Line B,Night,Preventive Maintenance,59,57,8.87
2025-06-25,CNC-102,Line A,Night,Quality Hold / Inspection,17,41,5.95
2025-12-17,CNC-202,Line B,Afternoon,Tool Change / Wear,42,48,6.7
2025-04-20,CNC-101,Line A,Night,Tool Change / Wear,23,40,6.4
2025-11-25,CNC-202,Line B,Morning,Operator Break / Shift Change,14,49,7.38
2025-03-08,CNC-102,Line A,Night,Changeover / Setup,21,38,4.77
2025-12-28,CNC-202,Line B,Morning,Tool Change / Wear,18,52,9.18
2025-07-02,CNC-301,Line C,Night,Preventive Maintenance,89,32,7.06
2025-12-10,CNC-101,Line A,Afternoon,Material Shortage,44,39,5.36
2025-05-23,CNC-102,Line A,Night,Tool Change / Wear,20,41,7.93
2025-04-21,CNC-301,Line C,Afternoon,Unplanned Breakdown,235,30,5.35
2025-09-16,CNC-201,Line B,Afternoon,Changeover / Setup,22,54,6.57
2025-04-30,CNC-102,Line A,Night,Quality Hold / Inspection,19,39,5.01
2025-05-21,CNC-201,Line B,Morning,Material Shortage,40,56,4.98
2025-11-23,CNC-101,Line A,Morning,Material Shortage,82,41,8.81
2025-05-09,CNC-102,Line A,Morning,Changeover / Setup,25,40,6.3
2025-12-14,CNC-102,Line A,Morning,Material Shortage,74,38,5.66
2025-07-20,CNC-201,Line B,Afternoon,Quality Hold / Inspection,22,57,5.65
2025-09-08,CNC-101,Line A,Night,Tool Change / Wear,23,41,7.96
2025-04-07,CNC-201,Line B,Afternoon,Operator Break / Shift Change,16,54,9.46
2025-07-24,CNC-101,Line A,Night,Quality Hold / Inspection,20,41,7.49
2025-09-20,CNC-101,Line A,Night,Unplanned Breakdown,240,43,8.96
2025-10-15,CNC-202,Line B,Night,Operator Break / Shift Change,17,50,5.38
2025-09-09,CNC-301,Line C,Night,Material Shortage,93,31,8.54
2025-10-15,CNC-301,Line C,Afternoon,Tool Change / Wear,35,29,5.93
2025-02-15,CNC-102,Line A,Afternoon,Material Shortage,77,40,8.25
2025-09-07,CNC-102,Line A,Morning,Operator Break / Shift Change,17,35,8.11
2025-04-20,CNC-202,Line B,Morning,Quality Hold / Inspection,32,47,5.16
2025-12-23,CNC-101,Line A,Afternoon,Changeover / Setup,49,39,5.23
2025-12-13,CNC-101,Line A,Afternoon,Operator Break / Shift Change,19,44,9.03
2025-05-03,CNC-102,Line A,Afternoon,Changeover / Setup,22,37,5.62
2025-10-06,CNC-101,Line A,Morning,Changeover / Setup,38,42,7.8
2025-08-18,CNC-301,Line C,Morning,Quality Hold / Inspection,47,30,8.17
2025-07-29,CNC-301,Line C,Afternoon,Preventive Maintenance,75,33,5.72
2025-05-23,CNC-101,Line A,Afternoon,Quality Hold / Inspection,28,42,6.04
2025-05-31,CNC-102,Line A,Night,Quality Hold / Inspection,46,40,6.09
2025-02-07,CNC-101,Line A,Afternoon,Quality Hold / Inspection,15,44,8.85
2025-08-14,CNC-102,Line A,Night,Unplanned Breakdown,86,37,5.85
2025-06-16,CNC-201,Line B,Morning,Quality Hold / Inspection,40,57,6.1
2025-06-27,CNC-102,Line A,Afternoon,Material Shortage,35,35,5.81
2025-10-24,CNC-301,Line C,Night,Material Shortage,109,29,8.5
2025-04-14,CNC-202,Line B,Morning,Preventive Maintenance,86,47,7.12
2025-03-14,CNC-102,Line A,Afternoon,Material Shortage,51,40,6.72
2025-08-06,CNC-201,Line B,Afternoon,Operator Break / Shift Change,17,52,6.41
2025-12-02,CNC-101,Line A,Night,Changeover / Setup,51,45,9.25
2025-02-16,CNC-202,Line B,Night,Material Shortage,88,49,7.85
2025-10-10,CNC-202,Line B,Morning,Quality Hold / Inspection,43,47,4.69
2025-01-17,CNC-202,Line B,Afternoon,Quality Hold / Inspection,45,48,5.5
2025-07-03,CNC-301,Line C,Morning,Changeover / Setup,47,33,4.56
2025-10-15,CNC-101,Line A,Night,Operator Break / Shift Change,14,41,6.59
2025-09-26,CNC-102,Line A,Afternoon,Material Shortage,99,36,7.81
2025-09-21,CNC-202,Line B,Morning,Changeover / Setup,40,50,6.94
2025-10-26,CNC-301,Line C,Afternoon,Changeover / Setup,30,33,5.8
2025-01-27,CNC-202,Line B,Morning,Material Shortage,119,49,8.33
2025-09-10,CNC-202,Line B,Afternoon,Operator Break / Shift Change,19,53,7.52
2025-08-15,CNC-202,Line B,Afternoon,Tool Change / Wear,39,52,5.74
2025-10-14,CNC-201,Line B,Afternoon,Operator Break / Shift Change,20,56,8.93
2025-08-01,CNC-201,Line B,Night,Preventive Maintenance,62,55,5.41
2025-03-18,CNC-301,Line C,Night,Quality Hold / Inspection,19,28,9.36
2025-08-11,CNC-102,Line A,Night,Quality Hold / Inspection,23,37,5.93
2025-01-03,CNC-102,Line A,Morning,Quality Hold / Inspection,38,36,6.35
2025-05-07,CNC-201,Line B,Night,Material Shortage,71,56,4.51
2025-10-13,CNC-301,Line C,Night,Tool Change / Wear,19,27,8.46
2025-01-15,CNC-101,Line A,Morning,Preventive Maintenance,54,41,5.91
2025-04-19,CNC-202,Line B,Night,Changeover / Setup,55,50,6.66
2025-08-07,CNC-202,Line B,Afternoon,Operator Break / Shift Change,14,51,7.72
2025-10-06,CNC-102,Line A,Afternoon,Changeover / Setup,47,40,9.02
2025-06-15,CNC-101,Line A,Night,Material Shortage,62,40,6.83
2025-12-13,CNC-301,Line C,Afternoon,Preventive Maintenance,49,29,8.96
2025-02-22,CNC-102,Line A,Night,Operator Break / Shift Change,11,38,6.27
2025-11-02,CNC-102,Line A,Afternoon,Quality Hold / Inspection,45,35,7.77
2025-03-07,CNC-201,Line B,Afternoon,Unplanned Breakdown,111,58,7.52
2025-09-15,CNC-201,Line B,Afternoon,Quality Hold / Inspection,49,54,6.81
2025-01-17,CNC-202,Line B,Morning,Changeover / Setup,39,53,8.48
2025-02-14,CNC-201,Line B,Morning,Material Shortage,67,57,8.85
2025-02-11,CNC-102,Line A,Afternoon,Unplanned Breakdown,119,38,7.69
2025-01-07,CNC-101,Line A,Afternoon,Material Shortage,32,39,9.15
2025-09-28,CNC-101,Line A,Night,Operator Break / Shift Change,11,44,7.67
2025-08-16,CNC-201,Line B,Morning,Quality Hold / Inspection,32,56,5.1
2025-06-22,CNC-201,Line B,Morning,Quality Hold / Inspection,49,56,4.74
2025-12-17,CNC-201,Line B,Afternoon,Material Shortage,42,53,7.74
2025-08-17,CNC-301,Line C,Night,Changeover / Setup,22,30,8.03
2025-02-09,CNC-301,Line C,Afternoon,Unplanned Breakdown,79,30,8.41
2025-09-10,CNC-102,Line A,Afternoon,Tool Change / Wear,20,36,4.78
2025-06-19,CNC-102,Line A,Night,Unplanned Breakdown,95,36,6.21
2025-11-08,CNC-101,Line A,Morning,Unplanned Breakdown,231,41,4.65
2025-11-10,CNC-301,Line C,Night,Quality Hold / Inspection,32,33,8.45
2025-01-22,CNC-201,Line B,Night,Operator Break / Shift Change,18,55,8.65
2025-03-12,CNC-201,Line B,Night,Quality Hold / Inspection,49,55,5.77
2025-06-10,CNC-201,Line B,Morning,Material Shortage,34,53,5.88
2025-11-21,CNC-101,Line A,Morning,Tool Change / Wear,21,40,5.86
2025-05-21,CNC-202,Line B,Afternoon,Material Shortage,39,51,7.34
2025-11-19,CNC-201,Line B,Morning,Preventive Maintenance,57,54,6.81
2025-10-23,CNC-101,Line A,Afternoon,Operator Break / Shift Change,15,39,5.05
2025-10-24,CNC-101,Line A,Morning,Quality Hold / Inspection,28,45,8.23
2025-08-29,CNC-101,Line A,Afternoon,Changeover / Setup,56,39,5.06
2025-12-17,CNC-102,Line A,Morning,Tool Change / Wear,20,40,5.09
2025-05-11,CNC-202,Line B,Morning,Material Shortage,108,52,6.71
2025-01-16,CNC-202,Line B,Afternoon,Unplanned Breakdown,234,48,7.83
2025-11-02,CNC-202,Line B,Morning,Tool Change / Wear,42,49,5.31
2025-02-15,CNC-301,Line C,Afternoon,Operator Break / Shift Change,17,32,6.01
2025-09-07,CNC-202,Line B,Afternoon,Operator Break / Shift Change,18,48,6.47
2025-12-19,CNC-202,Line B,Morning,Material Shortage,34,52,9.11
2025-08-03,CNC-201,Line B,Afternoon,Changeover / Setup,43,58,6.5
2025-05-22,CNC-201,Line B,Afternoon,Tool Change / Wear,19,52,5.32
2025-05-31,CNC-202,Line B,Afternoon,Material Shortage,102,47,5.41
2025-11-09,CNC-102,Line A,Afternoon,Tool Change / Wear,29,35,7.1
2025-07-18,CNC-202,Line B,Afternoon,Tool Change / Wear,36,48,7.09
2025-06-07,CNC-202,Line B,Night,Unplanned Breakdown,181,49,4.89
2025-08-18,CNC-201,Line B,Morning,Changeover / Setup,58,58,7.27
2025-03-20,CNC-101,Line A,Morning,Unplanned Breakdown,148,43,8.97
2025-02-06,CNC-102,Line A,Afternoon,Unplanned Breakdown,209,38,7.67
2025-12-28,CNC-102,Line A,Night,Tool Change / Wear,35,39,4.93
2025-12-20,CNC-101,Line A,Afternoon,Changeover / Setup,40,41,4.54
2025-08-31,CNC-301,Line C,Night,Material Shortage,59,30,7.04
2025-10-08,CNC-301,Line C,Afternoon,Tool Change / Wear,26,31,8.77
2025-01-06,CNC-102,Line A,Night,Changeover / Setup,47,36,6.77
2025-08-31,CNC-301,Line C,Night,Tool Change / Wear,43,29,6.92
2025-03-18,CNC-301,Line C,Afternoon,Operator Break / Shift Change,17,31,6.55
2025-03-11,CNC-202,Line B,Afternoon,Operator Break / Shift Change,11,53,7.41
2025-05-12,CNC-202,Line B,Night,Operator Break / Shift Change,19,49,8.39
2025-06-22,CNC-301,Line C,Morning,Tool Change / Wear,32,29,6.87
2025-07-12,CNC-201,Line B,Night,Unplanned Breakdown,91,52,4.53
2025-11-07,CNC-102,Line A,Morning,Tool Change / Wear,30,35,9.04
2025-12-16,CNC-301,Line C,Afternoon,Quality Hold / Inspection,17,33,8.89
2025-12-14,CNC-101,Line A,Afternoon,Tool Change / Wear,30,43,9.19
2025-11-05,CNC-102,Line A,Morning,Tool Change / Wear,18,41,5.16
2025-12-29,CNC-202,Line B,Morning,Material Shortage,62,47,5.07
2025-04-12,CNC-202,Line B,Morning,Preventive Maintenance,87,51,5.59
2025-02-20,CNC-102,Line A,Night,Tool Change / Wear,19,37,7.62
2025-03-22,CNC-202,Line B,Afternoon,Operator Break / Shift Change,15,50,5.15
2025-03-25,CNC-202,Line B,Night,Preventive Maintenance,64,51,6.18
2025-07-26,CNC-301,Line C,Morning,Operator Break / Shift Change,10,33,4.96
2025-12-23,CNC-202,Line B,Afternoon,Preventive Maintenance,70,53,5.82
2025-07-21,CNC-201,Line B,Morning,Tool Change / Wear,43,56,5.23
2025-11-20,CNC-101,Line A,Night,Quality Hold / Inspection,41,41,8.62
2025-01-03,CNC-101,Line A,Morning,Tool Change / Wear,36,40,8.37
2025-10-25,CNC-102,Line A,Afternoon,Unplanned Breakdown,133,35,5.05
2025-08-24,CNC-202,Line B,Afternoon,Tool Change / Wear,24,48,5.57
2025-03-12,CNC-301,Line C,Afternoon,Quality Hold / Inspection,18,33,7.78
2025-01-31,CNC-101,Line A,Night,Changeover / Setup,57,41,6.87
2025-08-05,CNC-301,Line C,Morning,Preventive Maintenance,61,29,4.6
2025-05-23,CNC-202,Line B,Afternoon,Changeover / Setup,45,51,4.74
2025-02-02,CNC-202,Line B,Afternoon,Changeover / Setup,25,48,5.09
2025-03-31,CNC-301,Line C,Night,Quality Hold / Inspection,20,32,7.37
2025-01-07,CNC-301,Line C,Afternoon,Unplanned Breakdown,127,31,8.86
2025-05-19,CNC-202,Line B,Night,Operator Break / Shift Change,15,49,8.63
2025-07-30,CNC-102,Line A,Afternoon,Changeover / Setup,53,39,4.55
2025-04-18,CNC-301,Line C,Night,Material Shortage,116,31,6.16
2025-09-20,CNC-201,Line B,Afternoon,Operator Break / Shift Change,20,58,7.17
2025-09-01,CNC-202,Line B,Night,Operator Break / Shift Change,14,48,9.48
2025-04-12,CNC-101,Line A,Morning,Changeover / Setup,25,43,8.12
2025-06-24,CNC-101,Line A,Morning,Unplanned Breakdown,60,39,7.86
2025-08-24,CNC-101,Line A,Night,Tool Change / Wear,38,39,9.41
2025-07-10,CNC-101,Line A,Morning,Changeover / Setup,22,39,4.87
2025-04-14,CNC-201,Line B,Afternoon,Operator Break / Shift Change,15,54,8.32
2025-02-11,CNC-301,Line C,Afternoon,Changeover / Setup,54,28,4.87
2025-07-29,CNC-202,Line B,Night,Material Shortage,94,47,7.29
2025-03-14,CNC-301,Line C,Night,Operator Break / Shift Change,12,27,5.21
2025-01-21,CNC-202,Line B,Morning,Unplanned Breakdown,110,48,4.62
2025-09-19,CNC-301,Line C,Afternoon,Preventive Maintenance,73,27,5.15
2025-03-22,CNC-301,Line C,Afternoon,Tool Change / Wear,25,28,6.83
2025-04-21,CNC-202,Line B,Morning,Quality Hold / Inspection,20,52,9.01
2025-11-24,CNC-301,Line C,Night,Quality Hold / Inspection,50,32,6.13
2025-06-30,CNC-101,Line A,Afternoon,Changeover / Setup,23,45,5.61
2025-12-06,CNC-301,Line C,Afternoon,Operator Break / Shift Change,20,32,5.28
2025-10-16,CNC-102,Line A,Afternoon,Preventive Maintenance,56,36,8.43
2025-05-18,CNC-202,Line B,Afternoon,Material Shortage,88,51,6.3
2025-12-22,CNC-201,Line B,Night,Quality Hold / Inspection,29,54,6.0
2025-05-26,CNC-201,Line B,Afternoon,Changeover / Setup,51,55,8.91
2025-05-07,CNC-101,Line A,Morning,Tool Change / Wear,35,45,8.9
2025-02-22,CNC-201,Line B,Afternoon,Material Shortage,36,54,7.5
2025-04-23,CNC-202,Line B,Night,Operator Break / Shift Change,13,50,8.49
2025-10-27,CNC-301,Line C,Afternoon,Operator Break / Shift Change,15,29,5.24
2025-07-05,CNC-301,Line C,Afternoon,Tool Change / Wear,38,29,5.52
2025-12-21,CNC-202,Line B,Morning,Operator Break / Shift Change,16,51,5.05
2025-02-20,CNC-202,Line B,Night,Material Shortage,42,53,8.01
2025-02-20,CNC-301,Line C,Afternoon,Quality Hold / Inspection,50,32,8.83
2025-12-03,CNC-102,Line A,Night,Changeover / Setup,21,37,7.91
2025-08-03,CNC-101,Line A,Afternoon,Preventive Maintenance,66,41,5.42
2025-12-31,CNC-202,Line B,Night,Unplanned Breakdown,122,51,9.26
2025-10-20,CNC-301,Line C,Afternoon,Material Shortage,119,33,4.99
2025-07-07,CNC-202,Line B,Night,Preventive Maintenance,75,51,8.62
2025-11-08,CNC-301,Line C,Afternoon,Material Shortage,84,28,7.07
2025-06-13,CNC-202,Line B,Morning,Operator Break / Shift Change,11,49,4.64
2025-04-23,CNC-201,Line B,Night,Changeover / Setup,27,56,5.5
2025-01-03,CNC-201,Line B,Night,Operator Break / Shift Change,20,57,4.86
2025-09-27,CNC-201,Line B,Morning,Tool Change / Wear,33,55,8.73
2025-07-07,CNC-101,Line A,Morning,Tool Change / Wear,40,44,6.09
2025-05-24,CNC-101,Line A,Morning,Operator Break / Shift Change,18,40,4.97
2025-11-05,CNC-202,Line B,Night,Changeover / Setup,31,52,6.02
2025-09-20,CNC-102,Line A,Afternoon,Operator Break / Shift Change,17,39,6.28
2025-08-24,CNC-301,Line C,Morning,Tool Change / Wear,16,30,6.28
2025-04-08,CNC-102,Line A,Afternoon,Preventive Maintenance,69,41,5.65
2025-09-06,CNC-101,Line A,Night,Material Shortage,81,45,4.71
2025-07-13,CNC-201,Line B,Night,Quality Hold / Inspection,18,58,8.26
2025-06-23,CNC-201,Line B,Morning,Preventive Maintenance,83,57,5.19
2025-05-20,CNC-201,Line B,Afternoon,Preventive Maintenance,60,53,4.53
2025-10-24,CNC-202,Line B,Night,Material Shortage,120,51,7.89
2025-12-26,CNC-201,Line B,Afternoon,Preventive Maintenance,64,56,6.76
2025-05-08,CNC-102,Line A,Night,Preventive Maintenance,76,41,6.22
2025-03-06,CNC-102,Line A,Night,Tool Change / Wear,31,41,7.2
2025-04-02,CNC-202,Line B,Afternoon,Unplanned Breakdown,104,51,8.78
2025-05-17,CNC-202,Line B,Night,Changeover / Setup,53,51,8.41
2025-05-31,CNC-201,Line B,Night,Operator Break / Shift Change,19,58,6.28
2025-11-16,CNC-202,Line B,Night,Material Shortage,64,47,7.98
2025-12-16,CNC-201,Line B,Night,Changeover / Setup,30,53,8.64
2025-04-06,CNC-102,Line A,Morning,Material Shortage,41,39,6.73
2025-11-14,CNC-101,Line A,Morning,Preventive Maintenance,81,42,6.88
2025-10-22,CNC-102,Line A,Night,Material Shortage,120,40,4.51
2025-01-19,CNC-301,Line C,Night,Unplanned Breakdown,153,30,4.85
2025-10-10,CNC-201,Line B,Night,Quality Hold / Inspection,49,57,6.04
2025-02-03,CNC-102,Line A,Night,Changeover / Setup,25,36,5.7
2025-10-01,CNC-301,Line C,Afternoon,Unplanned Breakdown,186,33,9.47
2025-02-14,CNC-101,Line A,Night,Changeover / Setup,46,40,5.5
2025-11-29,CNC-101,Line A,Morning,Quality Hold / Inspection,35,44,6.49
2025-05-18,CNC-301,Line C,Morning,Unplanned Breakdown,154,28,5.78
2025-02-06,CNC-301,Line C,Afternoon,Quality Hold / Inspection,50,27,6.77
2025-09-07,CNC-101,Line A,Morning,Preventive Maintenance,48,44,7.08
2025-11-08,CNC-201,Line B,Morning,Operator Break / Shift Change,19,53,6.7
2025-02-07,CNC-202,Line B,Afternoon,Material Shortage,45,52,8.66
2025-06-29,CNC-102,Line A,Afternoon,Quality Hold / Inspection,46,38,6.08
2025-02-05,CNC-301,Line C,Afternoon,Quality Hold / Inspection,16,33,7.86
2025-05-10,CNC-301,Line C,Afternoon,Tool Change / Wear,38,33,5.01
2025-04-23,CNC-101,Line A,Night,Material Shortage,72,42,8.58
2025-08-08,CNC-201,Line B,Morning,Tool Change / Wear,17,55,7.24
2025-03-26,CNC-102,Line A,Afternoon,Quality Hold / Inspection,29,40,4.76
2025-01-13,CNC-102,Line A,Night,Preventive Maintenance,50,38,7.79
2025-07-08,CNC-301,Line C,Night,Preventive Maintenance,73,30,4.72
